Time,X,Y,Z
1715155948543,0.0,0.0,0.0
1715155948547,8.3327293E-4,-0.0037174225,-0.010401726
1715155948551,0.012583137,-6.9761276E-4,0.014514446
1715155948555,0.03174436,-0.0048766136,0.061235905
1715155948559,0.066530704,0.0049791336,0.08438587
1715155948568,0.08307314,0.038196564,0.1310916
1715155948572,0.124090314,0.07804394,0.15732193
1715155948577,0.1573968,0.12021637,0.1682868
1715155948581,0.15226388,0.12633705,0.17385483
1715155948585,0.06787014,0.35117483,0.16594267
1715155948589,-0.0037682056,0.1473093,0.19711494
1715155948598,0.052330136,-0.06729603,0.06320763
1715155948602,-0.06524992,0.029961586,0.15875196
1715155948607,-0.065757275,-0.04311657,0.17914295
1715155948611,-0.068012595,-0.06261587,0.15873909
1715155948616,-0.064495206,-0.018047333,0.15236855
1715155948624,-0.040442348,-0.004980564,0.15150404
1715155948628,-0.015301347,0.051039696,0.12862158
1715155948632,-0.0038080215,0.03242874,0.08443928
1715155948637,0.054640055,-0.108409405,0.003279686
1715155948641,-0.044602275,0.35870075,-0.013605595
1715155948645,0.047204375,-0.12670135,-0.03469467
1715155948654,0.17544138,-0.19852781,-0.14264059
1715155948660,-0.110233545,0.8694687,0.068376064
1715155948663,0.2201972,-0.38682222,-0.086577415
1715155948667,0.16099346,0.19168901,-0.03371048
1715155948671,0.10876453,0.21556568,0.12512445
1715155948677,0.32923174,-0.3802166,0.025694847
1715155948685,0.030611992,0.69168997,0.25304174
1715155948688,0.2243967,-0.114676,0.24609661
1715155948693,0.25046933,0.030127525,0.23108721
1715155948697,0.20200586,0.2073307,0.29789352
1715155948702,0.25124192,0.1230669,0.2738967
1715155948705,0.25373912,0.12935829,0.21568203
1715155948713,0.24618661,0.16683769,0.055680275
1715155948718,0.23251486,0.14189434,-0.061664104
1715155948722,0.23739135,0.12135649,-0.09359789
1715155948730,0.25503862,0.12887955,-0.0734148
1715155948731,0.28294384,0.009441376,-0.063344955
1715155948736,0.35251844,-0.10167265,-0.14270353
1715155948744,0.1505394,0.70784426,-0.018033504
1715155948748,0.4226179,-0.27444983,-0.08733082
1715155948752,0.4587015,0.05516815,-0.21147823
1715155948757,0.25668108,0.5016861,0.013079643
1715155948761,0.48482764,-0.33061695,-0.117580414
1715155948765,0.24031067,0.564682,-0.036625862
1715155948773,0.24600625,-0.041940212,0.16313744
1715155948778,0.40744817,-0.4005041,0.021252632
1715155948782,0.076601505,0.6002035,0.3360448
1715155948787,0.20167494,-0.19235563,0.3429227
1715155948791,0.14231324,0.013891697,0.32716227
1715155948796,0.077385664,0.13782454,0.40853453
1715155948805,0.06446028,0.020420074,0.319057
1715155948808,0.04646468,0.095963955,0.18793964
1715155948812,0.07652092,0.09367037,0.15607929
1715155948816,0.08320415,0.045267105,0.19171906
1715155948821,0.08037853,0.068315506,0.18069077
1715155948825,0.07568395,0.06411648,0.16246367
1715155948833,0.09991038,0.077745914,0.20559072
1715155948838,0.12794542,0.15784216,0.18360853
1715155948842,0.13696122,0.30217552,0.12445736
1715155948846,0.31545734,-0.21113873,-0.04407549
1715155948852,0.19494653,0.5418787,-0.097530365
1715155948860,0.2723837,0.049755096,-0.0963459
1715155948863,0.4712137,-0.29745007,-0.35786486
1715155948868,0.11285603,0.799222,-0.17751694
1715155948872,0.29733777,-0.1841073,-0.22871637
1715155948877,0.18763626,0.17635965,-0.29179382
1715155948880,0.041813493,0.26343584,-0.09516668
1715155948889,0.22654045,-0.58945847,-0.23376656
1715155948893,-0.14653671,0.5816989,0.005355358
1715155948898,-0.16490221,-0.13076544,0.05704546
1715155948902,-0.11439133,-0.47226906,-0.14073706
1715155948906,-0.34033477,0.1692748,0.12720823
1715155948910,-0.14209938,-0.7322259,0.009378433
1715155948919,-0.21164584,-0.11310339,0.07349491
1715155948923,-0.29996634,0.0051851273,0.2876277
1715155948927,-0.15383542,-0.3371129,0.001065731
1715155948932,-0.19066405,-0.11486387,8.034706E-4
1715155948936,-0.15874422,-0.122927666,0.011955738
1715155948940,-0.12065661,-0.20090199,-0.022603512
1715155948949,-0.08978522,-0.13715267,-0.07582903
1715155948953,-0.074987054,-0.2005558,-0.12059927
1715155948957,-0.078965425,-0.1759305,-0.14184046
1715155948961,-0.06370509,-0.1593318,-0.16371441
1715155948966,-0.0374285,-0.16961288,-0.13748455
1715155948970,-0.006568074,-0.14551687,-0.08320856
1715155948979,0.05578339,-0.13873005,-0.09725046
1715155948983,0.013687611,-0.066188335,-0.13583183
1715155948987,0.0131851435,-0.074892044,-0.104827404
1715155948991,0.0422287,-0.09487963,-0.082865715
1715155948996,0.0760138,-0.100972176,-0.07303524
1715155949000,0.09326267,-0.08980465,-0.035792828
1715155949010,0.08044982,-0.06631374,-0.007997036
1715155949013,0.03790748,-0.057169914,-0.055274487
1715155949019,-0.017908096,-0.056308746,-0.07744217
1715155949021,-0.05499375,-0.08082104,-0.0016665459
1715155949027,-0.12220287,-0.110518456,0.06816673
1715155949030,-0.17856812,-0.1268487,0.13129091
1715155949038,-0.21612334,-0.13818073,0.2210145
1715155949043,-0.28225923,-0.14588737,0.25980425
1715155949047,-0.32937044,-0.15453005,0.27532578
1715155949052,-0.35894352,-0.17018414,0.27411366
1715155949056,-0.40239954,-0.20775747,0.25546408
1715155949060,-0.42499828,-0.23005533,0.21045732
