Time,X,Y,Z
1714956819297,0.0,0.0,0.0
1714956819302,-0.010789633,-0.0106784105,0.0069932938
1714956819306,-0.020481825,-0.012106061,0.002491951
1714956819310,-0.019577026,-0.017999291,0.0049800873
1714956819315,-0.020120919,0.001991868,-0.011831284
1714956819323,-0.01583606,0.016343355,-0.015580177
1714956819327,-1.5169382E-4,0.028271556,-0.010502815
1714956819332,0.01953268,0.038069844,-0.021677017
1714956819336,0.047320426,0.047876716,-0.031083107
1714956819341,0.079334974,0.07168698,-0.030820847
1714956819345,0.22141945,0.08662164,-0.015282631
1714956819353,0.29000282,0.029692769,-0.0673666
1714956819358,0.015492082,0.123470664,-0.24396992
1714956819363,0.11201021,0.10804415,-0.05323887
1714956819366,0.14941162,0.115130424,-0.027258873
1714956819371,0.13161129,0.104031205,-0.080693245
1714956819380,0.15140596,0.08613658,-0.056066513
1714956819383,0.08910063,0.08115518,-0.07548714
1714956819388,0.08211583,0.05896461,-0.05104637
1714956819392,0.06539148,0.047917843,-0.045313835
1714956819396,0.03098473,0.016498327,-0.04353428
1714956819401,0.049357593,0.0025737286,0.028573036
1714956819409,0.26166776,-0.033251405,0.1198082
1714956819414,-0.17838067,-0.097062945,-0.22633553
1714956819417,-0.24511737,-0.07664001,0.025511742
1714956819422,0.17119697,-0.062434793,0.108397484
1714956819426,-0.3523357,-0.13073921,-0.18827915
1714956819430,0.05291587,-0.015717506,0.21685696
1714956819440,0.0057514906,-0.094577074,-0.14381027
1714956819443,-0.43726075,-0.05907607,-0.24791813
1714956819447,0.009652019,0.1020515,0.062095642
1714956819451,0.014350474,0.010424852,-0.07295418
1714956819455,-0.006913066,0.09834838,-0.06159115
1714956819461,0.049540192,0.05771351,-0.045884132
1714956819469,0.04258439,0.1326946,-0.056632996
1714956819473,0.08986971,0.10953522,-0.02759552
1714956819477,0.06602594,0.088876486,-0.017870903
1714956819482,0.056729525,0.08365631,0.0025320053
1714956819486,0.08347848,0.07097864,0.043614388
1714956819490,0.27983892,0.05749011,0.14707851
1714956819498,-0.06620073,-0.027461052,-0.13415241
1714956819503,-0.2918005,-0.030370116,0.07083893
1714956819507,0.2650429,-0.004235983,0.27582645
1714956819511,-0.24776638,-0.10872471,-0.06088066
1714956819516,0.0081352,-0.034847498,0.2979107
1714956819522,0.09191841,-0.12565744,0.0738039
1714956819529,-0.55050427,-0.11776221,-0.096408844
1714956819532,0.21161285,0.024205089,0.3583336
1714956819538,-0.13154024,-0.1539371,-0.0772295
1714956819541,-0.31010747,0.048743248,-0.0023670197
1714956819546,0.103800535,0.01083982,0.15105629
1714956819550,-0.11196929,0.03629303,-0.07601261
1714956819558,-0.036723256,0.09290266,-0.05065155
1714956819563,0.033604324,0.023902655,-0.07074833
1714956819567,-0.0017859936,0.11018169,-0.0848217
1714956819571,0.040893137,0.07007563,-0.06620979
1714956819575,0.04241696,0.07371175,-0.09512138
1714956819584,0.06734356,0.04927075,-0.09650326
1714956819588,0.063412845,-8.890629E-4,-0.06896877
1714956819593,-0.009998143,-0.02286601,-0.08699322
1714956819597,-0.18170643,-0.031840324,-0.111385345
1714956819601,0.11391327,-0.009291768,0.17005539
1714956819605,0.03740126,-0.047489405,-0.036826134
1714956819614,-0.37530887,-0.06591022,-0.023121834
1714956819618,0.38431448,1.745224E-4,0.44669724
1714956819623,-0.18107384,-0.08342564,-0.1760006
1714956819627,-0.24012035,-0.037917256,0.076607704
1714956819631,0.15197551,-0.03914225,0.13356495
1714956819635,-0.39097565,-0.10765612,-0.17866516
1714956819644,0.14911532,0.077040076,0.2834444
1714956819648,0.074515045,-0.19557011,-0.059845924
1714956819652,-0.39825386,-0.037424088,-0.1497488
1714956819657,0.24250674,-0.04460323,0.18418121
1714956819661,-0.18069804,-0.12103057,-0.182518
1714956819665,-0.0032485723,0.048898697,0.017398834
1714956819674,0.4204193,-0.21225452,0.027736664
1714956819678,-0.18909502,0.014254332,-0.36345387
1714956819682,0.048025757,-0.0033160448,-0.12413597
1714956819687,0.09421873,-0.02707839,-0.04909134
1714956819691,0.0190956,0.017169714,-0.10194111
1714956819694,0.05544135,-0.02317512,-0.08796978
1714956819705,0.026835948,0.017910957,-0.06678867
1714956819708,0.037607104,-0.03412962,-0.036536217
1714956819713,0.008855343,-0.030423641,-0.029184341
1714956819716,0.008388281,-0.055013895,-0.013814926
1714956819721,-0.0026183128,-0.088626385,-0.024930954
1714956819725,0.0014253855,-0.11671448,-0.044909477
1714956819734,0.025140226,-0.14319098,-0.0944643
1714956819738,0.028234035,-0.13979328,-0.13347244
1714956819742,0.03127086,-0.13717723,-0.1711359
1714956819747,0.048984736,-0.11984706,-0.20632362
1714956819751,0.061879158,-0.07490063,-0.24932289
1714956819755,0.06858462,-0.021976233,-0.27274704
1714956819763,0.07870552,0.031372428,-0.22257137
1714956819768,0.11084297,0.118474364,-0.2483635
1714956819772,0.089149624,0.16196227,-0.24040413
1714956819776,0.07190037,0.19388318,-0.17276669
1714956819781,0.07021749,0.23742056,-0.115841866
1714956819785,0.07972363,0.26426756,-0.025141716
1714956819793,0.08129093,0.27541435,0.107951164
1714956819798,0.07002035,0.2586807,0.18000126
1714956819802,0.061487645,0.24560237,0.21575737
1714956819806,0.06341377,0.20662332,0.25871563
1714956819810,0.065490246,0.16183066,0.31658745
1714956819820,0.06531796,0.11795461,0.34000587
1714956819824,0.055922985,0.058728576,0.3751831
