Time,X,Y,Z
1714956713672,0.0,0.0,0.0
1714956713676,0.015257716,0.009829521,0.009915352
1714956713681,0.03283161,0.0012258291,0.0013570786
1714956713685,0.016488314,-0.017472625,-0.040924072
1714956713693,0.0073236227,-0.031298876,-0.048478127
1714956713698,-0.021481514,-0.029442191,-0.045041084
1714956713703,-0.019619167,-0.022120595,-0.056171417
1714956713707,-0.02267307,-0.014383674,-0.058810234
1714956713712,-0.019104183,-2.7799606E-4,-0.06655693
1714956713715,-0.016620815,0.010271668,-0.077028275
1714956713724,-0.02440381,-0.12157762,-0.08157921
1714956713728,0.08307564,-0.21740925,-0.18256855
1714956713732,-0.1286878,0.25785804,-0.082876205
1714956713738,-0.08457309,0.06424236,-0.13191319
1714956713741,-0.08461881,0.07994521,-0.11018944
1714956713745,-0.0717445,0.06047988,-0.085392
1714956713754,-0.055812836,0.0069360733,-0.041205406
1714956713758,-0.028092861,0.009396911,0.054512024
1714956713762,0.02487892,0.01785183,0.12384415
1714956713767,0.050322413,0.027928233,0.21278286
1714956713771,0.06273568,0.080964565,0.2406187
1714956713775,0.0022870302,0.38809562,0.24691772
1714956713784,0.12431154,-0.28212357,0.19135284
1714956713788,0.21226695,-0.1749965,0.13280964
1714956713792,-0.07685721,0.5709417,0.2017231
1714956713796,0.1271232,-0.43116713,0.017089844
1714956713801,-0.065023065,0.33559382,6.64711E-4
1714956713805,-0.10896957,-0.024941087,-0.11526489
1714956713814,0.080185056,-0.41216886,-0.19158459
1714956713818,-0.18651807,0.3571185,-0.07735729
1714956713822,-0.050997853,0.012117386,-0.1459837
1714956713827,-0.030632854,0.052966,-0.06349087
1714956713831,-0.026600838,0.054970622,-0.07507515
1714956713835,0.0047209263,0.039628267,-0.07706928
1714956713844,0.01654172,0.08494949,-0.024989128
1714956713848,0.041595638,0.0705806,-0.0014829636
1714956713852,0.10094294,0.06622565,0.040013313
1714956713856,0.1039902,0.117727876,0.13357925
1714956713861,0.05881363,0.36748314,0.20282364
1714956713865,0.1325588,-0.1959629,0.16234875
1714956713873,0.2739194,-0.20104063,0.116950035
1714956713878,-0.051250875,0.69894135,0.19995403
1714956713882,0.17971224,-0.43484402,0.015211105
1714956713886,0.04497236,0.2406081,0.0013780594
1714956713890,-0.023205161,0.060085297,-0.051424026
1714956713895,0.2159479,-0.47616553,-0.047246933
1714956713904,-0.10785884,0.8495457,0.2208147
1714956713908,0.09428269,-0.332523,0.12792397
1714956713912,0.14499626,-0.19138491,0.116179466
1714956713916,-0.072701514,0.3238423,0.11587906
1714956713921,0.021728277,-0.17071676,-0.047389984
1714956713929,-0.029184997,-0.011095762,-0.10868454
1714956713933,-0.046327412,-0.053949475,-0.15878296
1714956713937,-0.037635148,-0.03574288,-0.10303974
1714956713942,0.007612109,-0.014398575,-0.081959724
1714956713946,0.033114195,-0.009151101,-0.027409554
1714956713950,0.03285712,-0.009165049,0.021591187
1714956713961,0.03771627,0.0058213472,0.029657364
1714956713963,0.061035395,0.023756266,8.6688995E-4
1714956713967,0.059605062,-0.15812302,-0.011094093
1714956713972,0.09749684,-0.007157445,-0.009768486
1714956713976,-0.043414712,0.30627394,0.06338024
1714956713981,0.19014779,-0.4822855,-0.11259174
1714956713989,-0.04156828,0.5715641,0.05603504
1714956713994,-0.058538914,0.027860522,0.047037125
1714956713997,0.17602414,-0.4677081,-0.14869404
1714956714004,-0.11364901,0.4491471,0.012506485
1714956714006,0.034590483,-0.41703188,-0.10893822
1714956714010,-0.028255463,0.07617533,-0.06419659
1714956714019,-0.26235694,0.3319677,0.022442818
1714956714023,0.10309264,-0.8400804,-0.24451351
1714956714027,-0.1654346,0.3186406,0.010006905
1714956714032,-0.14941734,-0.14519596,-0.027381897
1714956714036,-0.006570399,-0.33114612,-0.048309326
1714956714041,-0.29147923,0.4782542,0.13999557
1714956714049,-0.02419597,-0.5706842,-0.11709595
1714956714054,-0.13560641,-0.016471863,0.10031891
1714956714057,-0.1420837,0.006304741,0.14477158
1714956714062,-0.08133513,-0.10853028,0.13188553
1714956714066,-0.07084936,0.00882256,0.18794346
1714956714070,-0.04995334,0.02521944,0.19703007
1714956714078,-0.012080371,0.04184878,0.09525299
1714956714083,0.023287952,0.059157014,0.04075718
1714956714087,0.03426218,0.060459256,0.021334648
1714956714091,0.03715825,0.0746125,-0.03377819
1714956714095,0.032163322,0.080191255,-0.0902462
1714956714101,0.026087582,0.08996642,-0.09554005
1714956714108,0.020965695,0.06426835,-0.07421875
1714956714113,-0.03191769,0.033763766,-0.07569313
1714956714117,-0.06353694,-0.0033646822,-0.05699539
1714956714121,-0.080133975,-0.013886929,-0.027688026
1714956714125,-0.09146094,-0.052188993,-0.004389763
1714956714129,-0.077818155,-0.06959772,0.021909714
1714956714138,-0.07355052,-0.06267369,0.06395435
1714956714143,-0.0872941,-0.082609534,0.081456184
1714956714147,-0.09935558,-0.102935314,0.06853771
1714956714152,-0.11213958,-0.109202385,0.04710865
1714956714156,-0.11223012,-0.096891165,0.0036201477
1714956714164,-0.070720196,-0.08941567,-0.034962654
1714956714169,-0.019809425,-0.088454604,-0.0051403046
1714956714172,-0.0037000775,-0.059671164,-0.012230873
1714956714178,0.0054528117,-0.030224204,-0.028558731
1714956714181,3.7574768E-4,-0.0016703606,-0.049655914
1714956714188,-0.014012933,0.022475123,-0.076672554
1714956714194,-0.014133036,4.2903423E-4,-0.103450775
1714956714198,-4.924536E-4,-0.038486004,-0.076049805
