Time,X,Y,Z
1714956750144,0.0,0.0,0.0
1714956750147,0.010615945,8.1014633E-4,0.00379467
1714956750152,0.01815772,0.008362561,0.006485939
1714956750156,0.04182011,0.013780147,-0.001832962
1714956750161,0.06609702,0.009845018,-0.0014715195
1714956750168,0.081780195,-0.0018649995,0.012953758
1714956750172,0.09098476,0.009156883,0.018000603
1714956750177,0.110862195,-0.0024513304,0.033439636
1714956750181,0.1101253,0.0030387342,0.0362978
1714956750186,0.119351566,4.1669607E-4,0.037605286
1714956750190,0.23892295,0.003024131,0.044395447
1714956750199,0.26448053,-0.08701609,-0.13678932
1714956750203,-0.002132535,-0.009137452,-0.3324852
1714956750207,0.06431818,-0.008946866,0.24073982
1714956750212,0.022081673,-0.036172166,0.06743717
1714956750216,-0.017585993,-0.024139747,0.026240349
1714956750221,-0.003371358,-0.04218796,0.04760933
1714956750229,-0.057588637,-0.020392105,-0.02166748
1714956750233,-0.047646224,-0.022861347,0.020209312
1714956750237,-0.04373169,-0.02115202,-0.045560837
1714956750242,-0.07317966,-0.0011077523,-0.07422638
1714956750246,-0.1759497,0.031607985,-0.017656326
1714956750250,0.07446039,0.060510755,0.24657154
1714956750258,0.029975712,-0.09977393,-0.4520769
1714956750263,-0.42666417,0.04812044,-0.38161945
1714956750267,0.18271965,0.060683668,0.47198963
1714956750272,-0.22390789,-0.07938151,-0.5894518
1714956750276,-0.0822224,0.10733545,0.501276
1714956750281,0.255897,-0.11628501,-0.02686882
1714956750288,-0.20192194,-0.0051778704,-0.6166153
1714956750292,0.12190002,0.0846805,0.6841879
1714956750297,0.08240473,-0.032421336,0.12971592
1714956750301,0.064024985,0.047718257,0.13133812
1714956750306,0.14530939,0.017829359,0.21970654
1714956750314,0.099968016,0.04061368,0.054049492
1714956750318,0.1666767,0.009255737,0.1776247
1714956750323,0.13870329,-0.011697546,0.082365036
1714956750328,0.11142504,-0.0122092515,0.009717941
1714956750331,0.19802058,-0.029269665,0.064229965
1714956750335,0.35619175,-0.081938,-0.016008377
1714956750345,-0.17121351,-0.04877156,-0.6426544
1714956750348,-0.08790034,0.035059154,0.36209106
1714956750353,0.31330132,-0.09610349,0.21393299
1714956750357,-0.3802684,-0.005951166,-0.6806574
1714956750361,0.08106905,-0.012511089,0.5329485
1714956750365,-0.17586899,-0.0180417,-0.6298628
1714956750374,-0.412228,0.006260842,-0.009170532
1714956750378,0.35549957,0.0016241372,0.86031914
1714956750382,-0.38934252,-0.008194566,-0.89568996
1714956750387,-0.12912852,0.022147119,0.51981735
1714956750391,0.1426444,0.04217097,0.08878803
1714956750395,-0.105884135,-0.0681324,-0.37449932
1714956750404,0.022219956,0.05822721,0.39062214
1714956750408,0.016139805,-0.015794322,-0.06276131
1714956750412,0.037374318,-0.029330447,-0.048770905
1714956750416,0.063364625,0.010100707,0.063114166
1714956750421,0.0672937,-0.023785666,0.017763138
1714956750425,0.08243281,-0.0010847598,0.019390106
1714956750434,0.07603836,-0.021881998,0.00671196
1714956750438,-0.014254391,-0.02638553,-0.015861511
1714956750442,-0.19134831,0.006839663,-0.07299805
1714956750446,0.13053995,0.023337558,0.4392662
1714956750451,0.092296004,-0.0052928478,-0.25770283
1714956750455,-0.28914583,0.025748938,-0.09475422
1714956750464,0.46310633,0.043537036,1.0361156
1714956750468,-0.19841343,-0.03119202,-0.91313076
1714956750472,-0.14601523,0.020236373,0.35548306
1714956750476,0.20643616,0.042181164,0.2529211
1714956750481,-0.31878412,-0.04363948,-0.5169611
1714956750485,0.2502808,0.1214807,0.9704304
1714956750495,-0.04318285,-0.08593172,-0.8682289
1714956750497,-0.40546808,-0.018817678,-0.21148777
1714956750504,0.26860505,0.08553752,0.6467161
1714956750507,-0.27411318,-0.104364425,-0.79270744
1714956750512,-0.03535503,0.11442271,0.52779293
1714956750515,0.1484428,-0.17494938,-0.35586643
1714956750523,-0.3535129,-0.08628623,-0.85461617
1714956750528,-0.00285846,0.045019194,0.5152178
1714956750532,-0.10670799,-0.08593623,-0.17126179
1714956750537,-0.14811003,-0.0013547242,-0.06151867
1714956750541,-0.07211739,-0.03959252,0.0546484
1714956750549,-0.059375644,0.015318468,-0.03332138
1714956750553,-0.021913469,-0.013008058,0.0519619
1714956750558,0.011344492,0.00909172,0.064777374
1714956750562,0.05067885,0.033348143,0.055288315
1714956750566,0.093263745,0.021345437,0.07669449
1714956750570,0.11983812,0.033614337,0.09626961
1714956750580,0.14216578,0.015065685,0.10273552
1714956750583,0.14333016,0.021128923,0.103918076
1714956750588,0.13996273,0.029515907,0.10931969
1714956750592,0.12224907,0.028538346,0.08123875
1714956750596,0.08818489,0.00996393,0.038071632
1714956750601,0.06511772,0.013664097,0.034359932
1714956750609,0.032729506,-0.0033410192,0.02583599
1714956750613,-0.016035557,-0.021768674,-0.004852295
1714956750617,-0.056102157,-0.029395297,-0.0073127747
1714956750622,-0.08119583,-0.0477148,-0.0070552826
1714956750626,-0.11080778,-0.051051855,-0.016058922
1714956750630,-0.12347996,-0.0578112,-0.024092674
1714956750640,-0.12328982,-0.049565464,-0.010855675
1714956750643,-0.11294371,-0.050224304,-0.02268219
1714956750647,-0.111569464,-0.026205435,-0.011378288
1714956750651,-0.06979579,-0.026924536,0.012388229
1714956750655,-0.046618223,-0.00950034,0.020522118
1714956750661,-0.03494656,0.017739102,0.04907036
1714956750669,0.0026772618,0.009052575,0.09175968
