Time,X,Y,Z
1714956765797,0.0,0.0,0.0
1714956765802,-0.012397289,-1.3442338E-4,-0.007972717
1714956765806,-0.021096826,-0.0077715963,-0.014420509
1714956765810,-0.025516987,-0.004735321,-0.021042824
1714956765820,-0.021847606,-0.0020355582,-0.0070552826
1714956765823,-0.01848185,-0.009088531,-0.010650635
1714956765827,-0.0109318495,0.0033126473,-0.011332512
1714956765832,0.02442193,8.3240867E-4,-0.012827873
1714956765836,0.047448874,0.016024321,2.002716E-4
1714956765841,0.16786325,0.032814294,0.06069565
1714956765849,0.34863675,0.020474985,0.12835598
1714956765853,0.03821647,0.049799457,-0.2979355
1714956765857,0.0012391806,-0.008223683,-0.11686611
1714956765862,0.079833984,0.020504013,0.1713686
1714956765866,0.06608963,0.0063236356,0.08876705
1714956765870,0.07086861,-0.020749927,0.10016632
1714956765880,0.018015146,-0.013875157,0.07915592
1714956765883,0.0063756704,-0.025373802,0.07525253
1714956765887,6.1905384E-4,-0.024747625,0.06332493
1714956765892,-0.064781785,-0.03203951,0.0034332275
1714956765896,-0.20867532,-0.023026004,-0.12438488
1714956765901,-0.23970127,-0.03996478,-0.09282684
1714956765909,0.28113925,-0.015812963,0.48877048
1714956765913,-0.2537377,0.04545617,-0.38056183
1714956765917,-0.2428205,-0.023922384,-0.21996689
1714956765921,0.16532028,0.07172163,0.28689003
1714956765925,-0.3045612,0.028558895,-0.4619465
1714956765930,0.16830587,0.08196975,0.3774109
1714956765938,0.17601657,0.12370567,0.23913765
1714956765944,-0.07996619,0.011822626,-0.30769825
1714956765948,0.06422341,0.10290474,0.10219574
1714956765952,0.10051274,0.048295766,0.08894062
1714956765956,0.098365664,0.058774933,0.06789112
1714956765961,0.08322847,0.013958037,0.09492397
1714956765969,0.054024458,0.011549681,0.07217407
1714956765972,0.073554516,-0.015009984,0.104486465
1714956765977,0.012060761,-0.037861004,0.08795643
1714956765981,-0.08855665,-0.03426996,0.07372379
1714956765986,0.029186964,-0.05181983,0.23496914
1714956765990,0.16358483,-0.09889103,0.3048525
1714956765998,-0.47307622,-0.057788372,-0.51554394
1714956766003,-0.016303182,-0.043927908,0.10239315
1714956766007,-0.039976597,-0.11544123,0.14848995
1714956766011,-0.3651694,-0.021649122,-0.32866192
1714956766015,0.13045633,-0.08175439,0.32621193
1714956766021,-0.39368713,0.026057065,-0.39517975
1714956766028,-0.14896005,0.044184774,-0.17363262
1714956766033,0.26387787,-0.005322054,0.4009676
1714956766037,-0.3401066,0.123293266,-0.5298624
1714956766041,-0.02943325,0.038681448,0.046945572
1714956766046,0.1060617,0.12294179,0.1603651
1714956766054,0.09537268,0.070999175,-0.1331091
1714956766058,0.14678061,0.07527362,0.031826973
1714956766062,0.10151839,0.0797293,0.06392288
1714956766067,0.14136028,0.024295077,0.10992718
1714956766071,0.1377846,0.01776199,0.11703682
1714956766075,0.12913692,-0.019760609,0.15085602
1714956766084,0.1032362,-0.034995735,0.15582752
1714956766088,0.23020637,-0.06518093,0.15891266
1714956766092,0.113150716,-0.10256385,-0.015729904
1714956766096,-0.21432722,-0.07209651,-0.25571632
1714956766101,0.20171463,-0.13370907,0.35889244
1714956766105,-0.16340727,-0.060598314,-0.17220306
1714956766114,-0.19349343,-0.09095357,-0.2886858
1714956766119,0.3362174,-0.17412326,0.55035114
1714956766122,-0.36307192,-0.034407765,-0.47280788
1714956766128,-0.019511104,-0.13135481,-0.04481125
1714956766131,-0.05603671,-0.044982255,-0.009578705
1714956766136,-0.39101446,-0.09557021,-0.5091295
1714956766144,0.27627397,-0.09977792,0.44615364
1714956766148,-0.32239282,0.03376612,-0.38598824
1714956766152,-0.26109385,-0.09649206,-0.30233955
1714956766157,0.109568715,0.0022997707,0.2566538
1714956766161,-0.32791394,-0.057701126,-0.41073227
1714956766165,0.18196297,0.02576907,0.37468243
1714956766174,0.19006908,0.06804232,0.31675148
1714956766177,-0.035460234,-0.028121188,-0.1790638
1714956766182,0.14280343,0.09314898,0.19056225
1714956766186,0.20021844,0.059697732,0.15535259
1714956766191,0.21327555,0.096543536,0.10566807
1714956766195,0.2051425,0.07447787,0.14121723
1714956766204,0.19719326,0.06870413,0.11767006
1714956766208,0.14399886,0.05693412,0.072449684
1714956766212,0.06481433,0.0075718015,0.03975582
1714956766216,0.0018099546,-0.023469836,0.027338028
1714956766221,-0.05809498,-0.06928542,-0.0057172775
1714956766225,-0.11626387,-0.07895237,-0.040890694
1714956766234,-0.16050941,-0.100901894,-0.046915054
1714956766238,-0.15537584,-0.09328758,-0.028780937
1714956766242,-0.14813006,-0.07956145,-0.04544258
1714956766246,-0.13167357,-0.061933205,-0.052933693
1714956766250,-0.10356927,-0.040198073,-0.04629898
1714956766261,-0.07041633,-0.021562979,-0.049027443
1714956766263,-0.014325023,0.034935534,-0.053167343
1714956766268,0.03668523,0.022602245,-0.041589737
1714956766272,0.09190488,0.03228329,-0.0015411377
1714956766276,0.1251905,0.042556494,0.03341198
1714956766281,0.15218377,0.033629566,0.08063412
1714956766289,0.1757412,0.041812614,0.11768246
1714956766293,0.18625951,0.025402367,0.15859222
1714956766298,0.17357337,0.012886986,0.14588642
1714956766303,0.15620124,0.012053996,0.1316042
1714956766306,0.12504852,0.00301826,0.111115456
1714956766311,0.088027,0.019459635,0.071237564
